ms num	title [nt.= no title]	tibetan script	extent	ms/xyl	lang/script	dimension	subject - 1	subject - 2
233	Bde chen zhing bsgrub kyis bka' srung zhing skyong yab yum gyi gsol mchod 'grigs chags su bris pa yog lags	བདེ་ཆེན་ཞིང་བསྒྲུབ་ཀྱིས་བཀའ་སྲུང་ཞིང་སྐྱོང་ཡབ་ཡུམ་གྱི་གསོལ་མཆོད་འགྲིགས་ཆགས་སུ་བྲིས་པ་ཡོག་ལགས།	5 ff 	ms	bo-Latn-x-EWTS	33 x 8	Ritual.	Buddhism--Rituals--Texts.
234	nt Gu ru drag po mthing nag gi gter srung gzhol kha...	གུ་རུ་དྲག་པོ་མཐིང་ནག་གི་གཏེར་སྲུང་གཞོལ་ཁ...	2 ff [incompl]	ms	bo-Latn-x-EWTS	32 x 7	Prayers.	Buddhism--Prayers and devotions.
235	Lha mo dpal chen mo'i g.yang skyabs 'dod dgu'i char 'beb zhes bya ba bzhugs so/ dge legs 'phel	ལྷ་མོ་དཔལ་ཆེན་མོའི་གཡང་སྐྱབས་འདོད་དགུའི་ཆར་འབེབ་ཞེས་བྱ་བ་བཞུགས་སོ།་དགེ་ལེགས་འཕེལ།	16 ff	ms	bo-Latn-x-EWTS	35 x 8	Prayers.	Buddhism--Prayers and devotions.
236	Thun mong rten 'brel bsgrigs byed pa'i/ lha rnams mnyes byed bsangs yig bzhugs	ཐུན་མོང་རྟེན་འབྲེལ་བསྒྲིགས་བྱེད་པའི།   ལྷ་རྣམས་མཉེས་བྱེད་བསངས་ཡིག་བཞུགས།	28 ff	ms	bo-Latn-x-EWTS	35 x 9	Ritual.	Buddhism--Rituals--Texts.
237	nt OM Ye shes sku mchog rang bzhin dkyir 'khor 'jir:	ཨོཾ་ཡེ་ཤེས་སྐུ་མཆོག་རང་བཞིན་དཀྱིར་འཁོར་འཇིར༔...	4 ff	ms	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
238	Kha che pha lu'i 'jig rten las 'bras rtsi lugs kyi bslab bya bzhugs so	ཁ་ཆེ་ཕ་ལུའི་འཇིག་རྟེན་ལས་འབྲས་རྩི་ལུགས་ཀྱི་བསླབ་བྱ་བཞུགས་སོ།	29 ff folded	xyl	bo-Latn-x-EWTS	27 x 9	Prayers.	Buddhism--Prayers and devotions.
239	nt Na mo gu ru Ar+ya lo ke sh+ba rA ya/	ན་མོ་གུ་རུ་ཨཱརྱ་ལོ་ཀེ་ཤྦ་རཱ་ཡ།	51 ff	xyl	bo-Latn-x-EWTS	34 x 10	Ritual.	Buddhism--Rituals--Texts.
240	Dge slong ma dpal mo'i lugs kyi thugs rje chen po zhal bcu gcig pa'i sgrub thabs smyung gnas dang bcas pa'i cho ga sdig sgrib rnam sbyong zhes bya ba bzhugs so	དགེ་སློང་མ་དཔལ་མོའི་ལུགས་ཀྱི་ཐུགས་རྗེ་ཆེན་པོ་ཞལ་བཅུ་གཅིག་པའི་སྒྲུབ་ཐབས་སྨྱུང་གནས་དང་བཅས་པའི་ཆོ་ག་སྡིག་སྒྲིབ་རྣམ་སྦྱོང་ཞེས་བྱ་བ་བཞུགས་སོ།	46 ff	xyl	bo-Latn-x-EWTS	33 x 9	Ritual.	Buddhism--Rituals--Texts.
241	 'Phags pa spyan ras gzigs kyi sgo nas mig gi nyes skyon sel ba'i gdams ba zug rngu tsha gdung sel ba'i zla zer zhes bya ba bzhugso	འཕགས་པ་སྤྱན་རས་གཟིགས་ཀྱི་སྒོ་ནས་མིག་གི་ཉེས་སྐྱོན་སེལ་བའི་གདམས་བ་ཟུག་རྔུ་ཚ་གདུང་སེལ་བའི་ཟླ་ཟེར་ཞེས་བྱ་བ་བཞུགསོ།	4 ff	xyl	bo-Latn-x-EWTS	25 x 9	Prayers.	Buddhism--Prayers and devotions.
242	Rgya nag ri bo rtse lnga ru dge slong bsod nams rin chen la spyan ras gzigs kyis gsungs pa bzhugs so	རྒྱ་ནག་རི་བོ་རྩེ་ལྔ་རུ་དགེ་སློང་བསོད་ནམས་རིན་ཆེན་ལ་སྤྱན་རས་གཟིགས་ཀྱིས་གསུངས་པ་བཞུགས་སོ།	8 ff	xyl	bo-Latn-x-EWTS	27 x 9	Ritual.	Buddhism--Rituals--Texts.
243	Rgya nag ri bo rtse lnga ru dge slong bsod nams rin chen la spyan ras gzigs kyis gsungs pa bzhugs so	རྒྱ་ནག་རི་བོ་རྩེ་ལྔ་རུ་དགེ་སློང་བསོད་ནམས་རིན་ཆེན་ལ་སྤྱན་རས་གཟིགས་ཀྱིས་གསུངས་པ་བཞུགས་སོ།	4 ff	xyl	bo-Latn-x-EWTS	27 x 10	Ritual.	Buddhism--Rituals--Texts.
244	Rgya nag ri bo rtse lnga ru dge slong bsod nams rin chen la spyan ras gzigs kyis gsungs pa bzhugs so	རྒྱ་ནག་རི་བོ་རྩེ་ལྔ་རུ་དགེ་སློང་བསོད་ནམས་རིན་ཆེན་ལ་སྤྱན་རས་གཟིགས་ཀྱིས་གསུངས་པ་བཞུགས་སོ།	8 ff	xyl	bo-Latn-x-EWTS	32 x 10	Ritual.	Buddhism--Rituals--Texts.
245	SuM Ta Ta d+ha zla nggoM: oM ma Ni pad+me hUM hrI: thugs rje chen po pad+ma dri med dkar po las mna' sdig bshags pa ngan song kun 'joms zhes bya ba bzhugs so:	སུཾ་ཊ་ཊ་དྷ་ཟླ་ངགོཾ༔་ཨོཾ་མ་ཎི་པདྨེ་ཧཱུཾ་ཧྲཱི༔   ཐུགས་རྗེ་ཆེན་པོ་པདྨ་དྲི་མེད་དཀར་པོ་ལས་མནའ་སྡིག་བཤགས་པ་ངན་སོང་ཀུན་འཇོམས་ཞེས་བྱ་བ་བཞུགས་སོ༔	22 ff	xyl	bo-Latn-x-EWTS	35 x 10	Ritual.	Buddhism--Rituals--Texts.
246	Skyabs thugs rje maNi bsod nams mthar bzhes bya ba bzhugs s+ho// oM ma Ni pad+me hUM: hrI:	སྐྱབས་ཐུགས་རྗེ་མཎི་བསོད་ནམས་མཐར་བཞེས་བྱ་བ་བཞུགས་སྷོ༎   ཨོཾ་མ་ཎི་པདྨེ་ཧཱུཾ༔་ཧྲཱི༔	8 ff	ms	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
247	Mna' sdig bshags pa zhi khro shin tu rgyas bzhugs so//  dge'o//		18 ff	ms	bo-Latn-x-EWTS	33 x 9	Ritual.	Buddhism--Rituals--Texts.
248	Thugs rje chen po bde gshegs kun 'duskyi sgrub thabs cho ga khrigs zab lam gsal ba'i nyin byed ces bya ba bzhugs so/	མནའ་སྡིག་བཤགས་པ་ཞི་ཁྲོ་ཤིན་ཏུ་རྒྱས་བཞུགས་སོ༎   དགེའོ༎	35 ff	ms	bo-Latn-x-EWTS	35 x 10	Ritual.	Buddhism--Rituals--Texts.
249	Thugs rje chen po'i ngan song rang grol las shin don thugs lcags sgyug bzhug s+ho	ཐུགས་རྗེ་ཆེན་པོའི་ངན་སོང་རང་གྲོལ་ལས་ཤིན་དོན་ཐུགས་ལྕགས་སྒྱུག་བཞུག་སྷོ།	26 ff	ms	bo-Latn-x-EWTS	32 x 8	Ritual.	Buddhism--Rituals--Texts.
250	Thugs rjes chen po'i sbyin sregs mchog gdang bcas pa'i karma gling pa'i sbyar ba bzhugs s+ho	ཐུགས་རྗེས་ཆེན་པོའི་སྦྱིན་སྲེགས་མཆོག་གདང་བཅས་པའི་ཀརྨ་གླིང་པའི་སྦྱར་བ་བཞུགས་སྷོ།	19 ff	ms	bo-Latn-x-EWTS	32 x 8	Ritual.	Buddhism--Rituals--Texts.
251	Thugs rje chen po ngan song rang grol las/ zas sngos bzhugs so/	ཐུགས་རྗེ་ཆེན་པོ་ངན་སོང་རང་གྲོལ་ལས།   ཟས་སྔོས་བཞུགས་སོ།	4 ff	ms	bo-Latn-x-EWTS	34 x 9	Ritual.	Buddhism--Rituals--Texts.
252	Dgongs gter sgrol ma'i zab tig las/  maN+Dal cho ga tshogs gnyis snying po zhes bya ba bzhugs so	དགོངས་གཏེར་སྒྲོལ་མའི་ཟབ་ཏིག་ལས།  མཎྜལ་ཆོ་ག་ཚོགས་གཉིས་སྙིང་པོ་ཞེས་བྱ་བ་བཞུགས་སོ།	6 ff	xyl	bo-Latn-x-EWTS	29 x 8	Ritual.	Buddhism--Rituals--Texts.
